x_position,y_position
0.04064006761622369,-0.15867201961066615
0.33701668604149115,-0.15879602637263443
0.6333862377037283,-0.15878450302846758
0.9297511095048966,-0.15867715482176648
1.2261136883469583,-0.15851368699613222
1.5224763611318748,-0.15833380479516576
1.8188415147616086,-0.15817721346246802
2.115211536138122,-0.1580836182416401
2.4115888121633757,-0.1580927243762829
2.7079757265292477,-0.15824419399870582
3.0043714801488433,-0.15853494466355145
3.3007661236134367,-0.1588390055093574
3.5971480732054,-0.159008456978598
3.893505745207102,-0.15889537951374766
4.189827560912174,-0.15835191259969686
4.486113540796484,-0.15736685667519568
4.782400070735155,-0.15635746739668327
5.0787306444005385,-0.1558247441129985
5.3751487554649895,-0.15626968617298037
5.671697897354855,-0.158193290159645
5.9683839019358365,-0.16167312445611753
6.265070318990061,-0.1651870827241916
6.561587103943038,-0.16683535792230858
6.857764212220284,-0.16471814300890988
7.153431536716372,-0.1569342211677786
7.4483730493167215,-0.1405470757632226
7.742245633562863,-0.10975495392206568
8.034684369911664,-0.058264547162009656
8.325324338819991,0.020217452999243588
8.612294014749752,0.13136277198254356
8.88441463496811,0.27700323213617867
9.126957130938251,0.45750589995447527
9.325185402593272,0.6732349409211354
9.465933770428734,0.9240022878122337
9.553572872239096,1.203453290887542
9.603454421181757,1.5013718449946534
9.631098766121394,1.8074825448449738
9.6515125753987,2.111890250540544
9.671235221875856,2.4109679582571513
9.68986381106567,2.706227858440647
9.706790549020619,2.9993338237005855
9.721407641793174,3.291949726646514
9.733122545082859,3.5856369746872683
9.74151281256413,3.8808140554586723
9.746262423060697,4.177184366323036
9.747056985969587,4.474440348518788
9.743582110687822,4.772274443284349
9.735567833258257,5.070351743092527
9.723117467511958,5.368107552941721
9.706520990454276,5.664862269146406
9.686069763993123,5.959935435483703
9.662055150036398,6.252646595730718
9.634125106739777,6.542973385904393
9.598545253043268,6.834352997833267
9.55047365874575,7.131355457110793
9.484570180649326,7.436606861258723
9.390999882030352,7.735167156778033
9.25754205925993,8.00277244881465
9.071954371636537,8.215073488915806
8.828076861347888,8.3561306729132
8.541417622300918,8.43996314974811
8.232307769954838,8.487258490322398
7.920908599338969,8.518550101436524
7.618459361844399,8.546271900090405
