x_position,y_position
7.3230533715210875,8.570923835044049
7.031729357740951,8.592048496161908
6.74152604987589,8.60918847330843
6.449590287710116,8.621927006328226
6.154997698600882,8.630572567491821
5.858485881957641,8.636058537711868
5.560846813406427,8.639338743592402
5.262872468573259,8.641367011737447
4.965330210322414,8.643071797460369
4.6684901851082365,8.644869016190142
4.3721608211091825,8.646698635605398
4.076133045581559,8.648482583110066
3.780197785781663,8.65014278610808
3.484150817535899,8.651602848601556
3.1879120370361904,8.652829294458579
2.891532894700709,8.653834137984974
2.5950711778669984,8.65463158474445
2.2985846738725946,8.655235840300724
2.0021292147736065,8.655661818679942
1.7057238403959747,8.655937764937187
1.4093548393444055,8.656103790966675
1.1130073565750565,8.656200423043924
0.8166665370440704,8.656268187444454
0.5203178730052171,8.656346641687167
0.2239556516997126,8.656450810435208
-0.0724165713919118,8.656569865400837
-0.3687947987596088,8.656691745293307
-0.6651750328933447,8.656804388821866
-0.9615533351986066,8.656895838470765
-1.2579279338310856,8.65695795328151
-1.5542998021491252,8.656987427750602
-1.850670090151496,8.656981267512544
-2.1470399478369817,8.656936478201846
-2.4434105010688376,8.656850251063238
-2.7397821440800483,8.65672540382335
-3.036154425464866,8.656571257453988
-3.3325268467303246,8.656397495043466
-3.6288989093834516,8.656213799680083
-3.9252701289494403,8.656030016956738
-4.221640591584095,8.655862607462595
-4.518011139917458,8.655736801162622
-4.814382668695034,8.655678432166543
-5.110756072662313,8.655713334584078
-5.407132210822505,8.655866785858855
-5.703510310666354,8.656138653538463
-5.999887328563067,8.656493433720371
-6.296260052814318,8.656893004944106
-6.5926252717218,8.65729924574919
-6.888979993635749,8.657673815227419
-7.185327910889264,8.657971706737598
-7.481680449108628,8.658140201460288
-7.778049465230607,8.658126150443211
-8.074446816191978,8.657876404734084
-8.37088346778841,8.657344015909334
-8.667344708412168,8.65666069802343
-8.963786890989544,8.656159497094755
-9.26016482277696,8.656184213858772
-9.556433311030856,8.657078649050936
-9.852552647262488,8.659142408978285
-10.148588193268145,8.661828399471332
-10.444699859636607,8.663827612488717
-10.741050929566272,8.663803862084558
-11.037804686255566,8.66042096231299
-11.33508185424264,8.652198001421192
-11.632031291210925,8.634349118346618
-11.926833851307373,8.598796640392209
-12.21762860268621,8.537320796602074
-12.50255449911345,8.441701911210071
-12.777266202762048,8.30578764627731
-13.028528293980681,8.130823669193287
-13.241117537592677,7.919709835704721
-13.399850156825458,7.6753537179575035
-13.498251394103445,7.4023660048364
-13.549449096366056,7.1091908276747855
-13.56925027680174,6.804796249695691
-13.573461897879534,6.498150299748381
-13.575029454810442,6.196281721683032
-13.576335172132408,5.899060277432366
-13.577324333923404,5.604704155924242
-13.5779422242614,5.311431546086511
-13.57813132988942,5.017497448627832
-13.577760664714726,4.722123736647737
-13.576620305734766,4.425571060610607
-13.574496438034151,4.128151286957846
-13.571234076075514,3.830195629696485
-13.567950028173055,3.5324535652025437
-13.566989314699507,3.236078499218883
-13.570746509487865,2.9422399907313217
-13.579964847339157,2.651137910585597
-13.590102546795293,2.3598686981168657
-13.595562740940558,2.064909232512305
-13.590748562859252,1.762736392959095
-13.569934915226382,1.4503649636988405
-13.52482258540443,1.1356077108644331
-13.444730888888627,0.8362672755456757
-13.318889512550758,0.5705222758712569
-13.136533229506426,0.3565460215490174
-12.894126432310356,0.20496639899276972
-12.60977181053021,0.1038277946547902
-12.305603004661307,0.036967564273973325
-12.001993613197579,-0.010782819276129663
-11.704405189116079,-0.04616917505618595
-11.41079027087615,-0.07169603698105767
-11.119044212136059,-0.08983563951448922
-10.827062366554072,-0.10306021712022323
-10.533171656175577,-0.11350086388463192
-10.237497185478706,-0.12186727081636167
-9.940632324338953,-0.12849898078731833
-9.643170443763506,-0.1337355357748365
-9.345704914759557,-0.13791647775625024
-9.048722102275585,-0.14134491259496715
-8.752207341522082,-0.14415334294900228
-8.455999449257073,-0.14642438118893703
-8.159937224131813,-0.14824063351991065
-7.863859473167712,-0.1496847041586206
-7.567645594742991,-0.15082955428262027
-7.271309585759947,-0.15171616932540946
-6.974893305103077,-0.152378915720633
-6.678438611656849,-0.1528521599019356
-6.3819873641638925,-0.15317026820842755
-6.085571924584664,-0.15336127898074442
-5.78918943704177,-0.153429763829347
-5.492828883732718,-0.15337485582259053
-5.196479246854996,-0.1531956880288302
-4.9001295086134276,-0.15289139352930173
-4.6037709549872226,-0.1524651625591936
-4.307403683879593,-0.1519357039445567
-4.011029899754042,-0.1513254363536205
-3.714651807074062,-0.1506567784546148
-3.418271610303163,-0.14995214891576927
-3.1218915139048447,-0.14923396640531358
-2.8255137223426097,-0.14852464959147743
-2.5291404400799604,-0.14784661714249048
-2.232773871580407,-0.14722228772658247
-1.9364162213074363,-0.14667408001198298
